# emapper version: emapper-2.0.1 emapper DB: 2.0
# command: ./emapper.py  -i breviolum_proteins.faa -m diamond --data_dir . -o breviolum --cpu 8
# time: Tue Apr 15 15:47:42 2025
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
symbB.v1.2.035244.t1	1122194.AUHU01000004_gene1413	1.75e-84	278.0	Alteromonadaceae	nadD	GO:0000309,GO:0003674,GO:0003824,GO:0004515,GO:0006082,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046483,GO:0046496,GO:0051186,GO:0051188,GO:0055086,GO:0070566,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605	2.7.7.18,3.6.1.55	ko:K00969,ko:K03574	ko00760,ko01100,map00760,map01100	M00115	R00137,R03005	RC00002	ko00000,ko00001,ko00002,ko01000,ko03400				Bacteria	1NNZ8@1224,1S0YK@1236,469B7@72275,COG1057@1,COG1057@2	NA|NA|NA	H	Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)
symbB.v1.2.035245.t1	525903.Taci_0503	1.32e-06	62.4	Synergistetes	recD2		3.1.11.5	ko:K03581	ko03440,map03440				ko00000,ko00001,ko01000,ko03400				Bacteria	3TA7X@508458,COG0507@1,COG0507@2,COG1948@1,COG1948@2	NA|NA|NA	L	DNA-dependent ATPase and ATP-dependent 5'-3' DNA helicase. Has no activity on blunt DNA or DNA with 3'-overhangs, requires at least 10 bases of 5'-ssDNA for helicase activity
symbB.v1.2.035246.t1	466088.CL42_02065	5.56e-13	77.4	Gammaproteobacteria	ydiP		2.1.1.37	ko:K00558	ko00270,ko01100,ko05206,map00270,map01100,map05206	M00035	R04858	RC00003,RC00332	ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036				Bacteria	1N0XD@1224,1T05A@1236,COG0270@1,COG0270@2	NA|NA|NA	L	C-5 cytosine-specific DNA methylase
symbB.v1.2.035246.t2	466088.CL42_02065	1.05e-12	77.4	Gammaproteobacteria	ydiP		2.1.1.37	ko:K00558	ko00270,ko01100,ko05206,map00270,map01100,map05206	M00035	R04858	RC00003,RC00332	ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036				Bacteria	1N0XD@1224,1T05A@1236,COG0270@1,COG0270@2	NA|NA|NA	L	C-5 cytosine-specific DNA methylase
symbB.v1.2.035252.t1	225117.XP_009369656.1	1.15e-30	138.0	fabids				ko:K10706					ko00000,ko01000,ko03021				Viridiplantae	37K93@33090,3G9HR@35493,4JD1V@91835,COG1112@1,KOG1801@2759	NA|NA|NA	A	AAA domain
symbB.v1.2.035253.t1	42099.EPrPV00000021064	6.22e-12	77.4	Pythiales				ko:K10706					ko00000,ko01000,ko03021				Eukaryota	1MBDQ@121069,COG1112@1,KOG1801@2759	NA|NA|NA	A	Source PGD
symbB.v1.2.035258.t1	7739.XP_002587783.1	2.24e-07	63.5	Chordata	EXOC1	GO:0000145,GO:0002791,GO:0002793,GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005546,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005938,GO:0006810,GO:0006887,GO:0006892,GO:0006893,GO:0007154,GO:0007165,GO:0008104,GO:0008150,GO:0008289,GO:0009894,GO:0009898,GO:0009987,GO:0010506,GO:0016020,GO:0016192,GO:0016241,GO:0016324,GO:0017016,GO:0017048,GO:0017049,GO:0019222,GO:0019899,GO:0023052,GO:0031267,GO:0031323,GO:0031329,GO:0031503,GO:0032879,GO:0032880,GO:0032940,GO:0032991,GO:0033036,GO:0034613,GO:0034629,GO:0035091,GO:0035556,GO:0043167,GO:0043168,GO:0044424,GO:0044425,GO:0044444,GO:0044448,GO:0044459,GO:0044464,GO:0045177,GO:0046903,GO:0048015,GO:0048017,GO:0048193,GO:0048518,GO:0048522,GO:0050708,GO:0050714,GO:0050789,GO:0050794,GO:0050896,GO:0051020,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051601,GO:0051641,GO:0051716,GO:0065007,GO:0070201,GO:0070727,GO:0071944,GO:0090087,GO:0098552,GO:0098562,GO:0098590,GO:0098592,GO:0098876,GO:0099023,GO:0099568,GO:1901981,GO:1902936,GO:1903530,GO:1903532,GO:1904951		ko:K19983					ko00000,ko04131				Metazoa	38EC2@33154,3B9M0@33208,3CWXP@33213,48923@7711,KOG2148@1,KOG2148@2759	NA|NA|NA	U	Exocyst complex component
symbB.v1.2.035261.t1	248742.XP_005647218.1	4.78e-26	121.0	Chlorophyta													Viridiplantae	34KT8@3041,3807U@33090,COG0515@1,KOG0192@2759	NA|NA|NA	T	Protein tyrosine kinase
symbB.v1.2.035262.t1	248742.XP_005647218.1	4.03e-27	122.0	Chlorophyta													Viridiplantae	34KT8@3041,3807U@33090,COG0515@1,KOG0192@2759	NA|NA|NA	T	Protein tyrosine kinase
symbB.v1.2.035263.t1	248742.XP_005647218.1	1.46e-27	123.0	Chlorophyta													Viridiplantae	34KT8@3041,3807U@33090,COG0515@1,KOG0192@2759	NA|NA|NA	T	Protein tyrosine kinase
symbB.v1.2.035265.t1	1192124.LIG30_3238	3.31e-14	86.7	Burkholderiaceae	rluD	GO:0000027,GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022607,GO:0022613,GO:0022618,GO:0031118,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0042255,GO:0042273,GO:0043170,GO:0043412,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:1901360	5.4.99.23,5.4.99.28,5.4.99.29	ko:K06177,ko:K06180					ko00000,ko01000,ko03009,ko03016			iE2348C_1286.E2348C_2868,iECED1_1282.ECED1_3035,iECSF_1327.ECSF_2432	Bacteria	1JZYN@119060,1MUBN@1224,2VIFF@28216,COG0564@1,COG0564@2	NA|NA|NA	J	Responsible for synthesis of pseudouridine from uracil
symbB.v1.2.035274.t1	3694.POPTR_0002s07320.1	3.62e-38	147.0	fabids				ko:K20870					ko00000,ko01000,ko01003		GT47		Viridiplantae	37HTC@33090,3GH62@35493,4JM14@91835,KOG1021@1,KOG1021@2759	NA|NA|NA	GMW	Exostosin family
symbB.v1.2.035283.t1	99158.XP_008881758.1	5.41e-12	73.2	Sarcocystidae				ko:K20792					ko00000,ko03036				Apicomplexa	3YAM7@5794,3YK7N@5796,3YTX8@5809,KOG1156@1,KOG1156@2759	NA|NA|NA	B	NMDA receptor-regulated protein 1
symbB.v1.2.035289.t1	8083.ENSXMAP00000019836	5.2e-44	185.0	Vertebrata													Metazoa	38DPC@33154,3BGB6@33208,3E4E9@33213,48KK2@7711,49MPT@7742,COG2801@1,KOG0017@2759	NA|NA|NA	L	Reverse transcriptase (RNA-dependent DNA polymerase)
symbB.v1.2.035291.t1	3983.cassava4.1_004706m	1.06e-08	67.8	fabids		GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005527,GO:0005528,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0006457,GO:0006464,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0010286,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0033554,GO:0034605,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0061077,GO:0070370,GO:0071704,GO:0097159,GO:0140096,GO:1901363,GO:1901564	5.2.1.8	ko:K01802,ko:K09571	ko04915,map04915				ko00000,ko00001,ko01000,ko03110				Viridiplantae	37IRS@33090,3GDKB@35493,4JFC4@91835,COG0545@1,KOG0543@2759	NA|NA|NA	O	Peptidyl-prolyl cis-trans isomerase
symbB.v1.2.035292.t1	1242864.D187_000281	1.37e-19	97.4	Deltaproteobacteria	ripB		3.2.2.1	ko:K01239,ko:K01250	ko00230,ko00760,ko01100,map00230,map00760,map01100		R01245,R01273,R01677,R01770,R02143	RC00033,RC00063,RC00122,RC00318,RC00485	ko00000,ko00001,ko01000				Bacteria	1MUIW@1224,2WTEH@28221,42WQU@68525,COG1957@1,COG1957@2	NA|NA|NA	F	Inosine-uridine preferring nucleoside hydrolase
symbB.v1.2.035304.t1	109871.XP_006676425.1	8.24e-18	97.4	Fungi	SQS1												Fungi	39X4K@33154,3P0F2@4751,KOG0154@1,KOG0154@2759	NA|NA|NA	S	R3H and G-patch domain protein
symbB.v1.2.035304.t2	109871.XP_006676425.1	7.6e-18	97.4	Fungi	SQS1												Fungi	39X4K@33154,3P0F2@4751,KOG0154@1,KOG0154@2759	NA|NA|NA	S	R3H and G-patch domain protein
symbB.v1.2.035309.t1	99158.XP_008882771.1	1.46e-60	218.0	Sarcocystidae													Apicomplexa	28KDA@1,2QSU4@2759,3YBQU@5794,3YKBI@5796,3YTF9@5809	NA|NA|NA	S	Radial spokehead-like protein
symbB.v1.2.035312.t1	29176.XP_003885516.1	1.48e-22	115.0	Sarcocystidae													Apicomplexa	28UXN@1,2R1NR@2759,3YH7D@5794,3YNX3@5796,3YQYE@5809	NA|NA|NA	S	RNA pseudouridylate synthase domain-containing protein
symbB.v1.2.035314.t1	6087.XP_004206348.1	2.44e-16	90.5	Metazoa	LRRC34												Metazoa	38H8T@33154,3BB2P@33208,KOG4308@1,KOG4308@2759	NA|NA|NA	S	Leucine rich repeat containing 34
symbB.v1.2.035315.t1	157072.XP_008867561.1	1.33e-161	477.0	Eukaryota			4.1.1.35,4.2.1.46	ko:K01710,ko:K08678	ko00520,ko00521,ko00523,ko00525,ko01055,ko01100,ko01130,map00520,map00521,map00523,map00525,map01055,map01100,map01130	M00361,M00793	R01384,R06513	RC00402,RC00508	ko00000,ko00001,ko00002,ko01000				Eukaryota	COG0451@1,KOG1429@2759	NA|NA|NA	GM	UDP-glucuronate decarboxylase activity
symbB.v1.2.035319.t1	29176.XP_003881304.1	7.73e-36	146.0	Sarcocystidae													Apicomplexa	3YBP0@5794,3YIE1@5796,3YT3M@5809,KOG0123@1,KOG0123@2759	NA|NA|NA	A	RNA recognition motif-containing protein
symbB.v1.2.035319.t2	29176.XP_003881304.1	8.15e-36	146.0	Sarcocystidae													Apicomplexa	3YBP0@5794,3YIE1@5796,3YT3M@5809,KOG0123@1,KOG0123@2759	NA|NA|NA	A	RNA recognition motif-containing protein
symbB.v1.2.035323.t1	2903.EOD34334	2.29e-07	62.0	Eukaryota													Eukaryota	28K1K@1,2QSG1@2759	NA|NA|NA		
symbB.v1.2.035327.t1	112098.XP_008606382.1	1.32e-146	432.0	Eukaryota	EIF4A3	GO:0000003,GO:0000166,GO:0000184,GO:0000375,GO:0000377,GO:0000381,GO:0000398,GO:0000462,GO:0000578,GO:0000956,GO:0001501,GO:0003002,GO:0003006,GO:0003008,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003727,GO:0003729,GO:0003743,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005730,GO:0005737,GO:0005829,GO:0006139,GO:0006325,GO:0006355,GO:0006357,GO:0006364,GO:0006396,GO:0006397,GO:0006401,GO:0006402,GO:0006403,GO:0006405,GO:0006406,GO:0006412,GO:0006413,GO:0006417,GO:0006448,GO:0006518,GO:0006611,GO:0006725,GO:0006807,GO:0006810,GO:0006886,GO:0006913,GO:0006996,GO:0007028,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007308,GO:0007309,GO:0007314,GO:0007315,GO:0007316,GO:0007350,GO:0007351,GO:0007389,GO:0007610,GO:0007611,GO:0007612,GO:0008026,GO:0008104,GO:0008135,GO:0008143,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0008298,GO:0008306,GO:0008358,GO:0008380,GO:0008595,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009653,GO:0009719,GO:0009790,GO:0009792,GO:0009798,GO:0009880,GO:0009887,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009948,GO:0009952,GO:0009966,GO:0009968,GO:0009987,GO:0009994,GO:0010033,GO:0010035,GO:0010467,GO:0010468,GO:0010494,GO:0010501,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0010646,GO:0010648,GO:0014070,GO:0015031,GO:0015833,GO:0015931,GO:0016043,GO:0016070,GO:0016071,GO:0016072,GO:0016281,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0017148,GO:0019094,GO:0019219,GO:0019222,GO:0019439,GO:0019538,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0022607,GO:0022613,GO:0023051,GO:0023057,GO:0030154,GO:0030425,GO:0030490,GO:0030554,GO:0031123,GO:0031124,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031503,GO:0031644,GO:0031645,GO:0031974,GO:0031981,GO:0032268,GO:0032269,GO:0032270,GO:0032501,GO:0032502,GO:0032504,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033036,GO:0033120,GO:0034248,GO:0034249,GO:0034250,GO:0034470,GO:0034613,GO:0034641,GO:0034645,GO:0034655,GO:0034660,GO:0035145,GO:0035282,GO:0035368,GO:0035613,GO:0035639,GO:0035640,GO:0035770,GO:0036094,GO:0036464,GO:0036477,GO:0042221,GO:0042254,GO:0042274,GO:0042391,GO:0042623,GO:0042802,GO:0042886,GO:0042995,GO:0043005,GO:0043009,GO:0043021,GO:0043025,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043484,GO:0043603,GO:0043604,GO:0043933,GO:0044057,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044297,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0044703,GO:0044877,GO:0045184,GO:0045451,GO:0045495,GO:0045727,GO:0045893,GO:0045900,GO:0045935,GO:0045944,GO:0046483,GO:0046700,GO:0046907,GO:0048024,GO:0048026,GO:0048468,GO:0048469,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048562,GO:0048568,GO:0048583,GO:0048585,GO:0048598,GO:0048599,GO:0048609,GO:0048701,GO:0048704,GO:0048705,GO:0048706,GO:0048731,GO:0048856,GO:0048869,GO:0050657,GO:0050658,GO:0050684,GO:0050685,GO:0050789,GO:0050794,GO:0050804,GO:0050805,GO:0050877,GO:0050890,GO:0050896,GO:0051028,GO:0051098,GO:0051100,GO:0051168,GO:0051169,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051234,GO:0051236,GO:0051239,GO:0051241,GO:0051246,GO:0051247,GO:0051248,GO:0051252,GO:0051254,GO:0051276,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0060255,GO:0060810,GO:0060811,GO:0065003,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070035,GO:0070717,GO:0070727,GO:0070848,GO:0070887,GO:0071013,GO:0071166,GO:0071241,GO:0071310,GO:0071363,GO:0071426,GO:0071427,GO:0071495,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072714,GO:0072715,GO:0080090,GO:0090304,GO:0090394,GO:0097078,GO:0097159,GO:0097367,GO:0097447,GO:0097458,GO:0098815,GO:0099177,GO:0120025,GO:0120038,GO:0140098,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1902415,GO:1902494,GO:1902680,GO:1903040,GO:1903311,GO:1903313,GO:1903506,GO:1903508,GO:1904569,GO:1904570,GO:1904572,GO:1904573,GO:1904574,GO:1904888,GO:1905214,GO:1905215,GO:1990089,GO:1990090,GO:1990416,GO:1990904,GO:2000112,GO:2000113,GO:2001141	3.6.4.13	ko:K13025	ko03013,ko03015,ko03040,map03013,map03015,map03040	M00430			ko00000,ko00001,ko00002,ko01000,ko03009,ko03012,ko03019,ko03041				Eukaryota	COG0513@1,KOG0328@2759	NA|NA|NA	JKL	helicase activity
symbB.v1.2.035330.t1	99158.XP_008887393.1	1.5e-37	152.0	Sarcocystidae													Apicomplexa	2EJ6Z@1,2SPF0@2759,3YBJQ@5794,3YMPI@5796,3YSFH@5809	NA|NA|NA		
symbB.v1.2.035330.t2	29176.XP_003882337.1	3.84e-44	181.0	Sarcocystidae													Apicomplexa	2EJ6Z@1,2SPF0@2759,3YBJQ@5794,3YMPI@5796,3YSFH@5809	NA|NA|NA		
symbB.v1.2.035331.t1	5833.PF10_0155	1.41e-210	594.0	Haemosporida		GO:0003674,GO:0003824,GO:0004634,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005996,GO:0006006,GO:0006007,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006734,GO:0006735,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009435,GO:0009987,GO:0016020,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016829,GO:0016835,GO:0016836,GO:0017144,GO:0018130,GO:0019318,GO:0019319,GO:0019320,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019674,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046364,GO:0046365,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0061615,GO:0061620,GO:0061621,GO:0061718,GO:0071704,GO:0071944,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576	4.2.1.11	ko:K01689	ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066	M00001,M00002,M00003,M00346,M00394	R00658	RC00349	ko00000,ko00001,ko00002,ko01000,ko03019,ko04147				Apicomplexa	3KBMS@422676,3Y9K2@5794,3YXIG@5819,COG0148@1,KOG2670@2759	NA|NA|NA	G	Enolase, N-terminal domain
symbB.v1.2.035332.t2	3067.XP_002953702.1	4.4e-22	110.0	Chlorophyta													Viridiplantae	34NGG@3041,383ZM@33090,KOG4569@1,KOG4569@2759	NA|NA|NA	I	Lipase (class 3)
symbB.v1.2.035332.t1	227086.JGI_V11_82278	1.1e-11	77.8	Eukaryota													Eukaryota	KOG4569@1,KOG4569@2759	NA|NA|NA	G	phospholipase A1 activity
symbB.v1.2.035333.t1	38833.XP_003060688.1	3.04e-15	87.0	Chlorophyta													Viridiplantae	34N0E@3041,381FA@33090,COG0526@1,KOG0907@2759	NA|NA|NA	CO	Thioredoxin
symbB.v1.2.035336.t1	44056.XP_009035668.1	1.19e-21	104.0	Eukaryota				ko:K13576,ko:K14997	ko04724,ko04727,ko04964,map04724,map04727,map04964				ko00000,ko00001,ko02000	2.A.18.6,2.A.18.6.2,2.A.18.6.3			Eukaryota	COG0814@1,KOG1305@2759	NA|NA|NA	E	amino acid
symbB.v1.2.035337.t1	227086.JGI_V11_85889	4.16e-23	110.0	Eukaryota													Eukaryota	28MX6@1,2QUFK@2759	NA|NA|NA		
symbB.v1.2.035338.t1	2903.EOD05979	1.67e-263	759.0	Eukaryota													Eukaryota	2BXAX@1,2SK5C@2759	NA|NA|NA		
symbB.v1.2.035346.t1	68886.XP_009690776.1	1.08e-23	98.6	Piroplasmida		GO:0000082,GO:0000278,GO:0000339,GO:0000340,GO:0000932,GO:0001662,GO:0002209,GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005845,GO:0006412,GO:0006413,GO:0006417,GO:0006518,GO:0006807,GO:0006950,GO:0006952,GO:0007049,GO:0007275,GO:0007346,GO:0007399,GO:0007610,GO:0008134,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009410,GO:0009719,GO:0009725,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010494,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0010721,GO:0014070,GO:0016281,GO:0016442,GO:0017148,GO:0019222,GO:0019538,GO:0019827,GO:0019899,GO:0022008,GO:0022402,GO:0030154,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031332,GO:0031369,GO:0031370,GO:0031960,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032870,GO:0032991,GO:0033391,GO:0033555,GO:0033993,GO:0034248,GO:0034249,GO:0034518,GO:0034641,GO:0034645,GO:0035690,GO:0035770,GO:0036464,GO:0042221,GO:0042493,GO:0042596,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044770,GO:0044772,GO:0044843,GO:0045595,GO:0045596,GO:0045664,GO:0045665,GO:0045787,GO:0045931,GO:0048471,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050768,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051171,GO:0051172,GO:0051239,GO:0051241,GO:0051246,GO:0051248,GO:0051384,GO:0051716,GO:0051726,GO:0051960,GO:0051961,GO:0060255,GO:0060284,GO:0065007,GO:0070491,GO:0070887,GO:0071310,GO:0071383,GO:0071384,GO:0071385,GO:0071396,GO:0071407,GO:0071466,GO:0071495,GO:0071548,GO:0071549,GO:0071704,GO:0080090,GO:0097159,GO:0097327,GO:0098727,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901654,GO:1901655,GO:1901700,GO:1901701,GO:1903047,GO:1990904,GO:2000026,GO:2000112,GO:2000113		ko:K03259	ko01521,ko03013,ko04066,ko04150,ko04151,ko04211,ko04910,map01521,map03013,map04066,map04150,map04151,map04211,map04910	M00428			ko00000,ko00001,ko00002,ko03012,ko03019				Apicomplexa	3KBSW@422676,3YB0H@5794,3Z3ZA@5863,COG5053@1,KOG1670@2759	NA|NA|NA	J	initiation factor 4E
